file_path,code_churn,commit_count
providers/ssh/src/airflow/providers/ssh/hooks/ssh.py,142,1
providers/ssh/src/airflow/providers/ssh/operators/ssh_remote_job.py,455,1
providers/ssh/src/airflow/providers/ssh/triggers/__init__.py,17,1
providers/ssh/src/airflow/providers/ssh/triggers/ssh_remote_job.py,271,1
providers/ssh/src/airflow/providers/ssh/utils/__init__.py,17,1
providers/ssh/src/airflow/providers/ssh/utils/remote_job.py,448,1
providers/ssh/tests/unit/ssh/hooks/test_ssh_async.py,172,1
providers/ssh/tests/unit/ssh/operators/test_ssh_remote_job.py,331,1
providers/ssh/tests/unit/ssh/triggers/__init__.py,17,1
providers/ssh/tests/unit/ssh/triggers/test_ssh_remote_job.py,197,1
providers/ssh/tests/unit/ssh/utils/__init__.py,17,1
providers/ssh/tests/unit/ssh/utils/test_remote_job.py,254,1
airflow-ctl/RELEASE_NOTES.rst,31,1
airflow-ctl/src/airflowctl/__init__.py,2,1
providers/sftp/docs/sensors/sftp_sensor.rst,24,1
providers/sftp/src/airflow/providers/sftp/sensors/sftp.py,12,2
airflow-core/src/airflow/api_fastapi/core_api/datamodels/ui/config.py,6,3
airflow-core/src/airflow/api_fastapi/core_api/openapi/_private_ui.yaml,14,3
airflow-core/src/airflow/api_fastapi/core_api/routes/ui/config.py,24,2
airflow-core/src/airflow/ui/openapi-gen/requests/schemas.gen.ts,28,3
airflow-core/src/airflow/ui/public/i18n/locales/en/components.json,7,1
airflow-core/src/airflow/ui/src/components/TeamSelector.tsx,76,1
airflow-core/src/airflow/ui/src/mocks/handlers/config.ts,1,1
airflow-core/src/airflow/ui/src/pages/Connections/AddConnectionButton.tsx,1,1
airflow-core/src/airflow/ui/src/pages/Connections/ConnectionForm.tsx,57,2
airflow-core/src/airflow/ui/src/pages/Connections/Connections.tsx,21,2
airflow-core/src/airflow/ui/src/pages/Connections/EditConnectionButton.tsx,1,1
airflow-core/src/airflow/ui/src/queries/useAddConnection.ts,2,1
airflow-core/tests/unit/api_fastapi/core_api/routes/ui/test_config.py,12,2
providers/amazon/tests/system/amazon/aws/tests/test_aws_auth_manager.py,5,2
NOTICE,2,1
airflow-core/NOTICE,2,1
airflow-ctl/NOTICE,2,1
chart/NOTICE,2,1
go-sdk/NOTICE,2,1
providers/airbyte/NOTICE,2,1
providers/alibaba/NOTICE,2,1
providers/amazon/NOTICE,2,1
providers/apache/beam/NOTICE,2,1
providers/apache/cassandra/NOTICE,2,1
providers/apache/drill/NOTICE,2,1
providers/apache/druid/NOTICE,2,1
providers/apache/flink/NOTICE,2,1
providers/apache/hdfs/NOTICE,2,1
providers/apache/hive/NOTICE,2,1
providers/apache/iceberg/NOTICE,2,1
providers/apache/impala/NOTICE,2,1
providers/apache/kafka/NOTICE,2,1
providers/apache/kylin/NOTICE,2,1
providers/apache/livy/NOTICE,2,1
providers/apache/pig/NOTICE,2,1
providers/apache/pinot/NOTICE,2,1
providers/apache/spark/NOTICE,2,1
providers/apache/tinkerpop/NOTICE,2,1
providers/apprise/NOTICE,2,1
providers/arangodb/NOTICE,2,1
providers/asana/NOTICE,2,1
providers/atlassian/jira/NOTICE,2,1
providers/celery/NOTICE,2,1
providers/cloudant/NOTICE,2,1
providers/cncf/kubernetes/NOTICE,2,1
providers/cohere/NOTICE,2,1
providers/common/compat/NOTICE,2,1
providers/common/io/NOTICE,2,1
providers/common/messaging/NOTICE,2,1
providers/common/sql/NOTICE,2,1
providers/databricks/NOTICE,2,1
providers/datadog/NOTICE,2,1
providers/dbt/cloud/NOTICE,2,1
providers/dingding/NOTICE,2,1
providers/discord/NOTICE,2,1
providers/docker/NOTICE,2,1
providers/edge3/NOTICE,2,1
providers/elasticsearch/NOTICE,2,1
providers/exasol/NOTICE,2,1
providers/fab/3rd-party-licenses/LICENSES-ui.txt,2,1
providers/fab/NOTICE,2,1
providers/facebook/NOTICE,2,1
providers/ftp/NOTICE,2,1
providers/git/NOTICE,2,1
providers/github/NOTICE,2,1
providers/google/NOTICE,2,1
providers/google/src/airflow/providers/google/3rd-party-licenses/NOTICE,2,1
providers/grpc/NOTICE,2,1
providers/hashicorp/NOTICE,2,1
providers/http/NOTICE,2,1
providers/imap/NOTICE,2,1
providers/influxdb/NOTICE,2,1
providers/jdbc/NOTICE,2,1
providers/jenkins/NOTICE,2,1
providers/keycloak/NOTICE,2,1
providers/microsoft/azure/NOTICE,2,1
providers/microsoft/mssql/NOTICE,2,1
providers/microsoft/psrp/NOTICE,2,1
providers/microsoft/winrm/NOTICE,2,1
providers/mongo/NOTICE,2,1
providers/mysql/NOTICE,2,1
providers/neo4j/NOTICE,2,1
providers/odbc/NOTICE,2,1
providers/openai/NOTICE,2,1
providers/openfaas/NOTICE,2,1
providers/openlineage/NOTICE,2,1
providers/opensearch/NOTICE,2,1
providers/opsgenie/NOTICE,2,1
providers/oracle/NOTICE,2,1
providers/pagerduty/NOTICE,2,1
providers/papermill/NOTICE,2,1
providers/pgvector/NOTICE,2,1
providers/pinecone/NOTICE,2,1
providers/postgres/NOTICE,2,1
providers/presto/NOTICE,2,1
providers/qdrant/NOTICE,2,1
providers/redis/NOTICE,2,1
providers/salesforce/NOTICE,2,1
providers/samba/NOTICE,2,1
providers/segment/NOTICE,2,1
providers/sendgrid/NOTICE,2,1
providers/sftp/NOTICE,2,1
providers/singularity/NOTICE,2,1
providers/slack/NOTICE,2,1
providers/smtp/NOTICE,2,1
providers/snowflake/NOTICE,2,1
providers/sqlite/NOTICE,2,1
providers/ssh/NOTICE,2,1
providers/standard/NOTICE,2,1
providers/tableau/NOTICE,2,1
providers/telegram/NOTICE,2,1
providers/teradata/NOTICE,2,1
providers/trino/NOTICE,2,1
providers/vertica/NOTICE,2,1
providers/weaviate/NOTICE,2,1
providers/yandex/NOTICE,2,1
providers/ydb/NOTICE,2,1
providers/zendesk/NOTICE,2,1
task-sdk/NOTICE,2,1
airflow-core/src/airflow/ui/package.json,4,1
airflow-core/src/airflow/ui/pnpm-lock.yaml,368,1
airflow-core/src/airflow/ui/rules/react.js,12,1
airflow-core/src/airflow/ui/src/components/ActionAccordion/ActionAccordion.tsx,3,1
airflow-core/src/airflow/ui/src/components/BasicTooltip.tsx,10,1
airflow-core/src/airflow/ui/src/components/Clear/TaskInstance/ClearTaskInstanceConfirmationDialog.tsx,14,1
airflow-core/src/airflow/ui/src/components/DagVersionSelect.tsx,28,1
airflow-core/src/airflow/ui/src/components/DataTable/CardList.tsx,8,1
airflow-core/src/airflow/ui/src/components/DataTable/DataTable.tsx,27,1
airflow-core/src/airflow/ui/src/components/DataTable/FilterMenuButton.tsx,2,1
airflow-core/src/airflow/ui/src/components/DataTable/TableList.tsx,1,1
airflow-core/src/airflow/ui/src/components/DataTable/useRowSelection.ts,40,1
airflow-core/src/airflow/ui/src/components/DataTable/useTableUrlState.ts,28,1
airflow-core/src/airflow/ui/src/components/FilterBar/FilterBar.tsx,23,1
airflow-core/src/airflow/ui/src/components/FilterBar/filters/DateRangeCalendar.tsx,78,1
airflow-core/src/airflow/ui/src/components/FilterBar/filters/DateRangeFilter.test.tsx,263,2
airflow-core/src/airflow/ui/src/components/FlexibleForm/FieldAdvancedArray.tsx,12,1
airflow-core/src/airflow/ui/src/components/FlexibleForm/FlexibleForm.tsx,57,1
airflow-core/src/airflow/ui/src/components/Graph/TaskNode.tsx,12,1
airflow-core/src/airflow/ui/src/components/TogglePause.tsx,12,1
airflow-core/src/airflow/ui/src/components/TrendCountChart.tsx,7,1
airflow-core/src/airflow/ui/src/components/ui/Pagination/PageText.tsx,18,1
airflow-core/src/airflow/ui/src/context/ChakraCustomProvider.tsx,23,2
airflow-core/src/airflow/ui/src/context/hover/HoverProvider.tsx,17,2
airflow-core/src/airflow/ui/src/context/openGroups/OpenGroupsProvider.tsx,47,1
airflow-core/src/airflow/ui/src/context/timezone/TimezoneProvider.tsx,7,1
airflow-core/src/airflow/ui/src/hooks/navigation/useKeyboardNavigation.ts,18,1
airflow-core/src/airflow/ui/src/hooks/navigation/useNavigation.ts,170,2
airflow-core/src/airflow/ui/src/hooks/useCalendarSelect.ts,28,1
airflow-core/src/airflow/ui/src/hooks/useDateRangeFilter.ts,26,1
airflow-core/src/airflow/ui/src/hooks/useRequiredActionTabs.ts,40,1
airflow-core/src/airflow/ui/src/layouts/Details/DagRunSelect.tsx,19,1
airflow-core/src/airflow/ui/src/layouts/Details/Gantt/Gantt.tsx,173,1
airflow-core/src/airflow/ui/src/layouts/Details/Grid/Bar.tsx,36,2
airflow-core/src/airflow/ui/src/layouts/Details/Grid/Grid.tsx,133,2
airflow-core/src/airflow/ui/src/layouts/Details/Grid/GridTI.tsx,77,2
airflow-core/src/airflow/ui/src/layouts/Details/Grid/TaskInstancesColumn.tsx,134,2
airflow-core/src/airflow/ui/src/layouts/Details/Grid/TaskNames.tsx,286,2
airflow-core/src/airflow/ui/src/layouts/Nav/LanguageSelector.tsx,15,1
airflow-core/src/airflow/ui/src/layouts/Nav/NavButton.tsx,85,1
airflow-core/src/airflow/ui/src/layouts/Nav/TimezoneSelector.tsx,25,1
airflow-core/src/airflow/ui/src/pages/Asset/AssetLayout.tsx,26,1
airflow-core/src/airflow/ui/src/pages/AssetsList/AssetsList.tsx,3,1
airflow-core/src/airflow/ui/src/pages/Configs/Configs.tsx,3,1
airflow-core/src/airflow/ui/src/pages/Dag/Backfills/Backfills.tsx,3,1
airflow-core/src/airflow/ui/src/pages/Dag/Calendar/Calendar.tsx,41,1
airflow-core/src/airflow/ui/src/pages/Dag/Code/VersionCompareSelect.tsx,24,1
airflow-core/src/airflow/ui/src/pages/DagRuns.tsx,3,1
airflow-core/src/airflow/ui/src/pages/DagRunsFilters.tsx,35,1
airflow-core/src/airflow/ui/src/pages/DagsList/DagsList.tsx,25,2
airflow-core/src/airflow/ui/src/pages/Events/Events.tsx,6,1
airflow-core/src/airflow/ui/src/pages/Events/EventsFilters.tsx,50,1
airflow-core/src/airflow/ui/src/pages/HITLTaskInstances/HITLFilters.tsx,35,1
airflow-core/src/airflow/ui/src/pages/HITLTaskInstances/HITLResponseForm.tsx,4,1
airflow-core/src/airflow/ui/src/pages/HITLTaskInstances/HITLTaskInstances.tsx,21,1
airflow-core/src/airflow/ui/src/pages/Plugins.tsx,30,1
airflow-core/src/airflow/ui/src/pages/Providers.tsx,3,1
airflow-core/src/airflow/ui/src/pages/ReactPlugin.tsx,62,1
airflow-core/src/airflow/ui/src/pages/Run/Header.tsx,6,1
airflow-core/src/airflow/ui/src/pages/TaskInstance/AssetEvents.tsx,48,1
airflow-core/src/airflow/ui/src/pages/TaskInstance/Header.tsx,6,1
airflow-core/src/airflow/ui/src/pages/TaskInstance/Logs/TaskLogContent.tsx,11,1
airflow-core/src/airflow/ui/src/pages/TaskInstance/Logs/TaskLogHeader.tsx,55,1
airflow-core/src/airflow/ui/src/pages/TaskInstance/TaskInstance.tsx,11,1
airflow-core/src/airflow/ui/src/pages/TaskInstances/TaskInstances.tsx,17,1
airflow-core/src/airflow/ui/src/pages/TaskInstances/TaskInstancesFilter.tsx,71,1
airflow-core/src/airflow/ui/src/pages/Variables/ImportVariablesForm.tsx,7,1
airflow-core/src/airflow/ui/src/pages/Variables/Variables.tsx,20,1
airflow-core/src/airflow/ui/src/pages/XCom/XCom.tsx,17,1
airflow-core/src/airflow/ui/src/pages/XCom/XComFilters.tsx,39,1
airflow-core/src/airflow/ui/src/queries/useLogs.tsx,37,1
airflow-core/src/airflow/ui/src/queries/useToggleFavoriteDag.ts,16,1
airflow-core/src/airflow/ui/src/queries/useUpdateHITLDetail.ts,14,1
airflow-core/src/airflow/ui/src/utils/useFiltersHandler.ts,123,1
airflow-core/src/airflow/ui/src/utils/usePersistentResizableState.ts,17,1
airflow-core/src/airflow/ui/vite.config.ts,8,1
scripts/ci/docker-compose/backend-mysql.yml,4,1
providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/executors/kubernetes_executor_utils.py,9,1
providers/cncf/kubernetes/tests/unit/cncf/kubernetes/executors/test_kubernetes_executor.py,12,1
providers/google/tests/unit/google/cloud/operators/test_dataproc.py,127,2
providers/openlineage/src/airflow/providers/openlineage/plugins/adapter.py,44,3
providers/openlineage/src/airflow/providers/openlineage/utils/utils.py,395,3
providers/openlineage/tests/unit/openlineage/plugins/test_adapter.py,35,2
providers/openlineage/tests/unit/openlineage/utils/test_utils.py,741,2
providers/edge3/docs/index.rst,10,2
providers/edge3/pyproject.toml,12,3
providers/edge3/src/airflow/providers/edge3/cli/api_client.py,56,1
providers/edge3/src/airflow/providers/edge3/cli/dataclasses.py,13,1
providers/edge3/src/airflow/providers/edge3/cli/edge_command.py,214,2
providers/edge3/src/airflow/providers/edge3/cli/worker.py,423,1
providers/edge3/src/airflow/providers/edge3/worker_api/datamodels.py,11,1
providers/edge3/src/airflow/providers/edge3/worker_api/routes/jobs.py,2,1
providers/edge3/tests/unit/edge3/cli/test_api_client.py,106,1
providers/edge3/tests/unit/edge3/cli/test_worker.py,330,2
providers/edge3/tests/unit/edge3/worker_api/routes/test_logs.py,2,1
airflow-core/newsfragments/54505.significant.rst,1,1
airflow-core/src/airflow/exceptions.py,8,1
task-sdk/src/airflow/sdk/exceptions.py,7,2
.gitattributes,1,1
helm-tests/tests/chart_utils/helm_template_generator.py,5,1
helm-tests/tests/chart_utils/ingress-networking-v1beta1.json,46,1
providers/fab/src/airflow/providers/fab/auth_manager/security_manager/override.py,11,2
providers/fab/src/airflow/providers/fab/auth_manager/api_fastapi/datamodels/roles.py,14,1
providers/fab/src/airflow/providers/fab/auth_manager/api_fastapi/openapi/v2-fab-auth-manager-generated.yaml,36,1
providers/fab/tests/unit/fab/auth_manager/api_fastapi/datamodels/test_roles.py,18,1
dev/breeze/doc/images/output_k8s.svg,2,1
dev/breeze/doc/images/output_k8s.txt,2,1
dev/breeze/doc/images/output_k8s_dev.svg,6,2
dev/breeze/doc/images/output_k8s_dev.txt,4,2
dev/breeze/src/airflow_breeze/commands/kubernetes_commands.py,216,4
task-sdk/src/airflow/sdk/definitions/context.py,26,1
airflow-core/src/airflow/cli/commands/dag_command.py,27,2
airflow-core/src/airflow/dag_processing/dagbag.py,47,2
airflow-core/src/airflow/dag_processing/processor.py,11,1
airflow-core/src/airflow/utils/cli.py,16,3
airflow-core/tests/unit/cli/commands/test_dag_command.py,30,3
airflow-core/tests/unit/dag_processing/test_dagbag.py,172,3
airflow-core/tests/unit/dag_processing/test_processor.py,8,1
airflow-core/tests/unit/models/test_dag.py,155,4
task-sdk/src/airflow/sdk/definitions/dag.py,36,4
task-sdk/src/airflow/sdk/execution_time/task_runner.py,116,9
task-sdk/tests/task_sdk/execution_time/test_task_runner.py,241,7
airflow-core/src/airflow/secrets/__init__.py,11,1
airflow-core/src/airflow/secrets/base_secrets.py,6,1
scripts/ci/prek/check_secrets_search_path_sync.py,89,1
task-sdk/src/airflow/sdk/configuration.py,15,1
task-sdk/src/airflow/sdk/execution_time/secrets/__init__.py,7,1
task-sdk/tests/task_sdk/execution_time/test_context.py,6,1
dev/verify_release_calendar.py,56,1
COMMITTERS.rst,2,1
.github/CODEOWNERS,19,5
scripts/in_container/install_airflow_and_providers.py,100,4
dev/breeze/src/airflow_breeze/commands/release_command.py,120,2
providers/google/src/airflow/providers/google/cloud/operators/dataflow.py,6,2
providers/google/tests/system/google/cloud/dataflow/example_dataflow_native_python.py,4,1
providers/google/tests/system/google/cloud/dataflow/example_dataflow_native_python_async.py,1,1
providers/google/tests/system/google/cloud/dataflow/example_dataflow_streaming_python.py,6,1
providers/standard/src/airflow/providers/standard/sensors/date_time.py,17,1
providers/standard/src/airflow/providers/standard/sensors/filesystem.py,20,2
providers/standard/src/airflow/providers/standard/sensors/time.py,20,2
providers/amazon/src/airflow/providers/amazon/aws/executors/batch/batch_executor.py,20,3
providers/amazon/src/airflow/providers/amazon/aws/executors/ecs/ecs_executor.py,19,3
providers/amazon/src/airflow/providers/amazon/aws/hooks/s3.py,2,1
providers/amazon/tests/unit/amazon/aws/hooks/test_s3.py,17,1
providers/cncf/kubernetes/provider.yaml,15,3
providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/get_provider_info.py,7,2
providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/kube_config.py,26,1
providers/postgres/pyproject.toml,5,2
providers/postgres/src/airflow/providers/postgres/hooks/postgres.py,12,2
providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/callbacks.py,18,2
providers/vertica/pyproject.toml,8,1
providers/vertica/src/airflow/providers/vertica/hooks/vertica.py,14,1
providers/teradata/pyproject.toml,9,2
providers/teradata/src/airflow/providers/teradata/hooks/teradata.py,17,1
airflow-core/src/airflow/api_fastapi/auth/managers/simple/ui/package-lock.json,3059,4
airflow-core/src/airflow/api_fastapi/auth/managers/simple/ui/package.json,61,5
airflow-core/src/airflow/api_fastapi/auth/managers/simple/ui/pnpm-lock.yaml,2214,5
airflow-core/docs/best-practices.rst,100,2
dev/breeze/pyproject.toml,4,2
devel-common/pyproject.toml,7,2
scripts/ci/prek/check_imports_in_providers.py,2,1
scripts/ci/prek/ruff_format.py,2,1
dev/react-plugin-tools/react_plugin_template/README.md,2,1
dev/react-plugin-tools/react_plugin_template/src/global.d.ts,24,1
dev/react-plugin-tools/react_plugin_template/src/main.tsx,8,1
dev/react-plugin-tools/react_plugin_template/src/theme.ts,405,1
providers-summary-docs/index.rst,22,2
airflow-core/src/airflow/ui/src/components/DagActions/DeleteDagButton.tsx,10,1
airflow-core/src/airflow/ui/src/context/hover/Context.ts,2,1
airflow-core/src/airflow/ui/src/hooks/navigation/index.ts,2,1
airflow-core/src/airflow/ui/src/hooks/navigation/types.ts,8,1
airflow-core/src/airflow/ui/src/layouts/Details/DetailsLayout.tsx,2,1
airflow-core/src/airflow/ui/src/layouts/Details/PanelButtons.tsx,6,1
chart/newsfragments/60238.significant.rst,3,1
helm-tests/tests/helm_tests/other/test_hpa.py,33,1
helm-tests/tests/helm_tests/security/test_kerberos.py,4,1
helm-tests/tests/helm_tests/security/test_security_context.py,35,1
providers/snowflake/src/airflow/providers/snowflake/hooks/snowflake.py,196,2
providers/snowflake/src/airflow/providers/snowflake/hooks/snowflake_sql_api.py,4,1
providers/snowflake/tests/unit/snowflake/hooks/test_snowflake.py,120,1
providers/snowflake/tests/unit/snowflake/hooks/test_snowflake_sql_api.py,21,1
airflow-core/src/airflow/ui/src/layouts/BaseLayout.tsx,10,1
airflow-core/tests/unit/cli/commands/test_connection_command.py,22,2
airflow-core/tests/unit/cli/commands/test_pool_command.py,15,1
airflow-core/tests/unit/cli/commands/test_rotate_fernet_key_command.py,5,1
airflow-core/tests/unit/cli/commands/test_team_command.py,29,1
airflow-core/tests/unit/api_fastapi/core_api/routes/public/test_task_instances.py,615,7
providers/common/compat/src/airflow/providers/common/compat/standard/operators.py,424,2
providers/common/compat/src/airflow/providers/common/compat/version_compat.py,4,2
providers/standard/docs/operators/python.rst,56,2
providers/standard/src/airflow/providers/standard/example_dags/example_python_decorator.py,36,2
providers/standard/src/airflow/providers/standard/example_dags/example_python_operator.py,38,2
providers/standard/src/airflow/providers/standard/operators/python.py,132,2
providers/standard/tests/unit/standard/decorators/test_python.py,185,6
providers/standard/tests/unit/standard/operators/test_python.py,427,5
task-sdk/docs/api.rst,8,2
task-sdk/docs/index.rst,2,2
task-sdk/src/airflow/sdk/__init__.py,20,2
task-sdk/src/airflow/sdk/__init__.pyi,4,2
task-sdk/src/airflow/sdk/bases/decorator.py,106,2
task-sdk/src/airflow/sdk/bases/operator.py,157,6
